conv_id,emotion,kor_emotion,context,kor_context,factor
hit:3000_conv:6001,afraid,두려워하는,I am reluctant to confront my my best friend's girlfriend. I think my best friend is cheating on her...,나는 내 가장 친한 친구의 여자 친구와 대면하기를 꺼린다. 내 가장 친한 친구가 그녀를 속이고 있는 것 같아...,내 가장 친한 친구의 여자 친구와 대면하기를
hit:3005_conv:6010,angry,화난,MY neighbors have been playing loud music all day,내 이웃들은 하루 종일 큰 음악을 연주해 왔다,이웃들은 하루 종일 큰 음악을 연주해
hit:3005_conv:6011,proud,자랑스러운,I am so excited that i got the promotion I worked for,제가 일했던 승진을 해서 너무 기쁩니다,승진을
hit:3006_conv:6012,sentimental,감상적인,I am so happy that I found all these old pictures,이 오래된 사진들을 다 찾아서 정말 기뻐요,오래된 사진들을
hit:3014_conv:6029,sad,슬픈,I was super sad yesterday when someone I know ruined the little bit of trust I had in them. I allowed them back in too rebuild..and they ruined it again,나는 내가 아는 누군가가 내가 그들에 대해 가지고 있던 약간의 신뢰를 망쳤을 때 어제 매우 슬펐다. 나는 그들이 다시 재건축하도록 허락했다. 그리고 그들은 그것을 다시 망쳤다.,내가 그들에 대해 가지고 있던 약간의 신뢰를 망쳤을 때
hit:3016_conv:6032,angry,화난,"I am super frustrated that someone I know keeps ruining their life. They keep repeating the same bad mistakes to destroy everything, anytime anything good happens.",내가 아는 누군가가 계속해서 그들의 삶을 망치고 있다는 사실에 매우 실망스럽습니다. 좋은 일이 생길 때마다 그들은 모든 것을 파괴하기 위해 똑같은 나쁜 실수를 계속 반복합니다.,누군가가 계속해서 그들의 삶을 망치고 있다는
hit:3016_conv:6033,angry,화난,I lost my car keys at a bar last night.,어젯밤 술집에서 차 열쇠를 잃어버렸어요.,차 열쇠를 잃어버렸어요.
hit:3019_conv:6039,afraid,두려워하는,"I'm thinking about switching jobs, but I'm not sure if I should.",이직을 생각하고 있는데 해야 할지 잘 모르겠습니다.,이직을
hit:3024_conv:6048,lonely,외로운,my girlfriend broke up with me,내 여자친구가 나와 헤어졌다,여자친구가 나와 헤어졌다
hit:3043_conv:6087,lonely,외로운,I was pretty lonely last night as it was Friday..but then the person who is trying to build trust with me acted like a (fill in the blank) and I wasn't so lonely anymore.,어젯밤은 금요일이라 많이 외로웠는데.. 그랬더니 저와 신뢰를 쌓으시는 분이 (공백 채우기) 처럼 행동하셔서 더 이상 외롭지 않았습니다.,금요일이라
hit:3052_conv:6105,embarrassed,당황스러운,My pants fell down while at church today.,오늘 교회에서 바지가 떨어졌다,바지가 떨어졌다
hit:3054_conv:6108,sentimental,감상적인,Last time I went through some old photos I was reminded of my childhood years.,지난번에 옛 사진 몇 장을 보았을 때 어린 시절이 생각났습니다.,옛 사진
hit:3055_conv:6111,confident,확신하는,"Waiting to hear results on the photo I sent in for the contest. I've seen the other entries, and I think mine has a good chance of winning.",콘테스트에 제출한 사진의 결과를 기다리고 있습니다. 나는 다른 출품작들을 보았고 나는 나의 출품작이 우승할 가능성이 높다고 생각합니다.,나의 출품작이 우승할 가능성이 높다고
hit:3063_conv:6127,lonely,외로운,"I had to stay late for work, and my family went out to dinner without me.","나는 일 때문에 늦게까지 있어야 했고, 우리 가족은 나 없이 외식을 했다.",가족은 나 없이 외식을 했다.
hit:3066_conv:6133,surprised,놀란,I was shocked my brother came to my birthday party.,나는 형이 생일 파티에 와서 충격을 받았다,형이 생일 파티에 와서
hit:3078_conv:6156,anticipating,기대하는,Waiting for my brother at the airport. Haven't seen the dude in years.,공항에서 동생을 기다리고 있습니다. 몇 년 동안 그 친구를 보지 못했습니다.,동생을###몇 년 동안 그 친구를 보지 못했습니다.
hit:3081_conv:6162,impressed,감명받은,Just saw a squirrel jump from one neirbor's deck to the other. Pretty amazing.,방금 다람쥐가 한 이웃의 데크에서 다른 데크로 점프하는 것을 보았습니다. 꽤 놀랍습니다.,다람쥐가 한 이웃의 데크에서 다른 데크로 점프하는 것을
hit:3082_conv:6165,sentimental,감상적인,I bumped into an old friend from elementary school today.,나는 오늘 초등학교 때의 오랜 친구를 만났다.,오랜 친구를 만났다.
hit:3087_conv:6174,disappointed,실망한,"I was looking forward to eating cake when I got home, but turns out someone ate it.",집에 와서 케이크를 먹고 싶었지만 누군가가 케이크를 먹었습니다.,누군가가 케이크를 먹었습니다.
hit:3090_conv:6181,sentimental,감상적인,My grandma sent a lot of food to me through my mom. She's still making sure I get good food to eat.,할머니가 엄마를 통해 많은 음식을 보내셨다. 그녀는 여전히 내가 좋은 음식을 먹을 수 있도록 하고 있다,할머니가###많은 음식을 보내셨다.
hit:3091_conv:6182,trusting,신뢰하는,There was a time my mom and dad didn't see each other for 4 years because of school.,학교 때문에 엄마와 아빠가 4년 동안 만나지 못한 적이 있었다.,엄마와 아빠가
hit:3102_conv:6205,joyful,즐거운,I was able sort out some communication problems that I had with my manager. I can finaly enjoy my job with peaceful mind.,나는 내 상사와 가지고 있던 몇 가지 의사 소통 문제를 해결할 수있었습니다. 나는 마침내 평화로운 마음으로 일을 즐길 수 있습니다.,의사 소통 문제를 해결할 수있었습니다.
hit:3111_conv:6223,excited,흥분한,I am so excited I will be able to take a trip,여행을 갈 수 있을 것 같아 너무 기대된다,여행을
hit:3113_conv:6226,confident,확신하는,"I have my physics test tomorrow that I have been studying 10 days for, Never felt so ready in my life.",10일 동안 공부한 내일 물리학 시험이 있습니다. 내 인생에서 그렇게 준비가 된 적은 없었습니다.,물리학 시험이
hit:3113_conv:6227,afraid,두려워하는,I am home alone this weekend. I do not like that. It gets too quiet.,나는 이번 주말에 혼자 집에 있다 난 그런 걸 좋아하지 않아. 너무 조용해진다,혼자 집에 있다
hit:3119_conv:6239,grateful,고마워하는,So thankful for good friends,좋은 친구들 너무 고마워,좋은 친구들
hit:3134_conv:6269,angry,화난,I am super aggravated at people that just can't let things be peaceful. Even if you disagree..what is so hard about just being nice and letting it still not get ugly?,나는 모든 것을 평화롭게 할 수 없는 사람들에게 매우 화가 납니다. 동의하지 않아도.. 그냥 착하고 못생기게 두는게 뭐가 그리 힘든가요?,평화롭게 할 수 없는 사람들에게
hit:3136_conv:6272,angry,화난,I had to go to the DMV today to renew my license.  It took 4 hours and I ended up having to use a sick day...Not happy!,면허증 갱신을 위해 오늘 DMV에 가야 했습니다. 4시간이나 걸리고 병가를 이용해야 하는 상황이 되었습니다...불행!,병가를 이용해야 하는 상황이
hit:3139_conv:6278,hopeful,희망에 찬,I got out of the slammer last month after being in there for 50 years. I have much hope for my future.,저는 50년 동안 그곳에 있다가 지난 달에 슬래머에서 벗어났습니다. 제 미래에 대한 희망이 많습니다.,제 미래에
hit:3141_conv:6282,grateful,고마워하는,I am happy I am not being abused today. I am happy I have a chance to live my life still and make something of it.,나는 오늘 학대받지 않아 행복하다 여전히 삶을 살아가며 무언가를 만들 수 있는 기회가 있어 행복하다.,학대받지 않아###삶을 살아가며 무언가를 만들 수 있는 기회가 있어
hit:3148_conv:6296,anticipating,기대하는,My big soccer game is tomorrow. So excited that I can't even sleep.,내 큰 축구 경기는 내일이다 너무 흥분해서 잠을 잘 수가 없다.,큰 축구 경기는
hit:3155_conv:6310,content,만족하는,I am lucky to have a roof over my head,머리 위에 지붕이 있어서 다행이다,지붕이 있어서
hit:3156_conv:6313,caring,돌보는,My Mother was ill. I was very worried about her condition.,우리 어머니는 아팠다 나는 그녀의 컨디션을 매우 걱정했다,어머니는
hit:3174_conv:6349,trusting,신뢰하는,I am in a long disance relationship,나는 장거리 연애를 하고 있다.,장거리 연애를
hit:3175_conv:6350,confident,확신하는,Been studying for a test all week. Feel very prepared for it.,일주일 내내 시험 공부를 하고 있다 그것에 대해 아주 준비된 느낌이 든다.,일주일 내내 시험 공부를 하고 있다
hit:3181_conv:6362,afraid,두려워하는,I am worried about my interview,내 면접이 걱정된다,면접이
hit:3188_conv:6376,afraid,두려워하는,I've have been watching this new show Sharp Objects. I don't think its supposed to be scary but I'm scared,저는 이 새로운 쇼 Sharp Objects를 시청했습니다. 무섭다고 생각하지 않지만 무서워요,새로운 쇼 Sharp Objects를
hit:3189_conv:6379,impressed,감명받은,"I was watching my cousin, who is only 13-years-old, being a pretty good motherly figure towards my 7-year-old nephew while were hanging out today. It's interesting to see how well she performs at a young age when dealing with kids, and how patient she stays when most adults wouldn't be able to.","나는 13살밖에 안된 사촌이 오늘 7살 조카에게 꽤 좋은 엄마가 되어주는 모습을 지켜보고 있었다. 그녀가 어린 나이에 아이들을 대할 때 얼마나 잘 수행하는지, 그리고 대부분의 어른들이 할 수 없을 때 그녀가 얼마나 참을성을 보이는지 보는 것은 흥미롭습니다.",13살밖에 안된 사촌이 오늘 7살 조카에게 꽤 좋은 엄마가 되어주는 모습을
hit:3191_conv:6383,trusting,신뢰하는,"We had a group project, and everyone was delegated their parts.",우리에게는 그룹 프로젝트가 있었고 모두가 각자의 역할을 위임받았습니다.,모두가 각자의 역할을 위임받았습니다.
hit:3195_conv:6390,prepared,준비된,I knew I was going to ace my history finals. I studied hard,나는 내가 내 역사 결승전에서 에이스를 할 것이라는 것을 알고 있었다. 나는 열심히 공부했다,역사 결승전에서
hit:3218_conv:6436,jealous,질투하는,My sister got invited on an all expense paid beach trip by one of our mutual friends.  I can't believe she's getting to go and I haven't had a vacation in 3 years.,내 여동생은 우리의 친구 중 한 명이 모든 경비를 지불하는 해변 여행에 초대를 받았습니다. 그녀가 떠나게 되었다는 것이 믿기지 않고 3년 동안 휴가를 한 번도 가지 못했습니다.,여동생은###해변 여행에 초대를 받았습니다.
hit:3220_conv:6441,prepared,준비된,"I looked at a recipe that I wanted for dinner tonight, and I actually had everything I needed to make it.",오늘 저녁에 먹고 싶은 레시피를 봤는데 실제로 만드는 데 필요한 모든 것이 있었습니다.,만드는 데 필요한 모든 것이 있었습니다.
hit:3227_conv:6454,afraid,두려워하는,My sister has been begging me to go to a new haunted museum with her. I am not really into that kind of stuff. It really freaks me out and will give me bad dreams.,언니가 그녀와 함께 새로운 귀신 박물관에 가자고 내게 부탁해 왔다 나는 그런 것에 별로 관심이 없다 정말 무서워서 나에게 악몽을 줄 거야,귀신 박물관에
hit:3233_conv:6466,grateful,고마워하는,"My mom is doing her best to put me through college on her own. She raised me and my brother by herself, and while doing so she put enough aside to cover a chunk of my college expenses somehow. I guess she invested some of they money her grandparents left her, and it turned out to really pay off. She surprised me with this and I had no idea she was going to do that. I don't deserve her.","엄마는 나를 혼자 대학에 다니게 하려고 최선을 다하고 있다 그녀는 나와 내 동생을 혼자 키웠고, 그래서 어떻게든 내 대학 비용 한 덩어리를 감당할 수 있을 정도로 적당히 두었다. 조부모님이 남긴 돈 중 일부를 투자한 것으로 추정되는데, 정말 돈을 갚는 게 결국이었다. 그녀는 이것으로 나를 놀라게 했고, 나는 그녀가 그럴 줄은 몰랐다 나는 그녀에게 어울리지 않는다",엄마는 나를 혼자 대학에 다니게 하려고 최선을 다하고 있다
hit:3253_conv:6507,excited,흥분한,Just moved and there is a pier near where I live.,이사를 하고 제가 사는 곳 근처에 부두가 있습니다.,제가 사는 곳 근처에 부두가 있습니다.
hit:3260_conv:6520,caring,돌보는,I am taking care of my sister when she get out of the hospital,나는 여동생이 퇴원할 때 돌봐준다,여동생이
hit:3262_conv:6525,embarrassed,당황스러운,"I was playing with football with my two nephews, just throwing the ball around, and I threw the ball too high and hard for my younger nephew. It sailed past him and nailed the neighbor's car behind him, and left a dent in the door. I felt so stupid having to go up to their house and tell them what happened...",나는 두 명의 조카와 축구를 하고 그냥 공을 던졌다. 그리고 나는 어린 조카에게 너무 높고 세게 공을 던졌다. 그것은 그를 지나 항해했고 그의 뒤에 이웃의 차를 못 박았고 문에 흠집을 남겼습니다. 그들의 집에 가서 무슨 일이 있었는지 말해야 하는 게 너무 바보 같았어요...,문에 흠집을 남겼습니다.
hit:3305_conv:6610,proud,자랑스러운,My son said his first words the other day.,우리 아들은 전날 첫 말을 했다,아들은###첫 말을 했다
hit:3306_conv:6613,prepared,준비된,I thought it would rain so i brought an umbrella,비가 올 것 같아서 우산을 가져왔다,우산을 가져왔다
hit:3307_conv:6614,embarrassed,당황스러운,I dumped my girlfriend yesterday for no reason.  I feel remorseful for doing that.,나는 어제 여자친구를 이유 없이 버렸다 나는 그런 짓을 한 것에 대해 후회한다,여자친구를 이유 없이 버렸다
hit:3309_conv:6618,prepared,준비된,I am ready for the work week.,나는 작업 주간을 위해 준비되어 있습니다.,작업 주간을
hit:3309_conv:6619,excited,흥분한,My mother is coming to visit me and I am so happy.,엄마가 나를 방문하러 오셔서 정말 기뻐요.,엄마가 나를 방문하러 오셔서
hit:3310_conv:6621,hopeful,희망에 찬,I was just dumped and before she did I was really thinking that it would work out. It really didn't but I just wish that things did.,"나는 그냥 버려졌고, 그녀가 하기 전에 정말 잘 될 거라고 생각했다 그건 정말 그렇지 않았지만 그저 그랬으면 좋았을 뿐이다.",정말 잘 될 거라고
hit:3313_conv:6626,disgusted,역겨운,I was on a date a very fancy restaurant the other night. My $30 salad had a hair in it!,나는 지난 밤에 아주 멋진 레스토랑에서 데이트를 했다. 30달러짜리 샐러드에 머리카락이 있었어요!,샐러드에 머리카락이 있었어요!
hit:3320_conv:6640,caring,돌보는,I visit my grandma every week.,나는 매주 할머니를 방문한다,할머니를
hit:3321_conv:6643,excited,흥분한,i got invited to a texas trip the other week.,나는 다른 주에 텍사스 ​​여행에 초대받았다.,텍사스 ​​여행에
hit:3324_conv:6649,angry,화난,Someone in my house ate the last slice of pizza.  That really bugs me.,우리 집에 있는 누군가가 마지막 피자 조각을 먹었다 그거 정말 짜증나네요.,누군가가 마지막 피자 조각을 먹었다
hit:3329_conv:6658,impressed,감명받은,I was watching this competitive food competition and the chef made this amazing cake in under 60 minutes. The cake looked so professional.,나는 이 경쟁적인 음식 경쟁을 보고 있었고 셰프는 60분 이내에 이 놀라운 케이크를 만들었습니다. 케이크는 매우 전문적으로 보였습니다.,셰프는 60분 이내에 이 놀라운 케이크를 만들었습니다.
hit:3329_conv:6659,surprised,놀란,"I thought that physics was gonna be a really simple class. Contrary to this, it was really tough and was one of the hardest I was in.","나는 물리학이 정말 간단한 수업일 것이라고 생각했다. 이와는 대조적으로, 그것은 정말 힘들고 내가 가장 어려운 것 중 하나였습니다.",물리학이###정말 힘들고
hit:3339_conv:6678,proud,자랑스러운,My friend got a huge scholarship.,내 친구는 엄청난 장학금을 받았다,내 친구는 엄청난 장학금을 받았다
hit:3340_conv:6681,prepared,준비된,My husband and I are adopting a little girl. We have her room ready and all the baby gear we need. Now we just wait for her arrival.,남편과 저는 어린 소녀를 입양하고 있습니다. 그녀의 방과 필요한 모든 아기 용품이 준비되어 있습니다. 이제 우리는 그녀의 도착을 기다리기만 하면 됩니다.,어린 소녀를###그녀의 방과 필요한 모든 아기 용품이
hit:3344_conv:6688,prepared,준비된,My sister is moving in with us because she lost her house. I cleaned up the downstairs living area and bedroom so that she can stay there.,언니가 집을 잃어서 같이 이사를 왔어요. 나는 그녀가 거기에 머물 수 있도록 아래층 거실과 침실을 청소했습니다.,언니가###거기에 머물 수 있도록 아래층 거실과 침실을 청소했습니다.
hit:3345_conv:6691,grateful,고마워하는,"I volunteered at a homeless shelter yesterday, and it was an amazing experience. I feel so blessed to have all that I do.",나는 어제 노숙자 보호소에서 자원 봉사를 했는데 놀라운 경험이었습니다. 내가 하는 모든 일을 하게 되어 너무 행복합니다.,내가 하는 모든 일을 하게 되어
hit:3360_conv:6721,impressed,감명받은,I once saw a buddy of mine jump his bike over a car,나는 한 번 내 친구가 차 위로 자전거를 뛰어넘는 것을 보았다.,친구가 차 위로 자전거를 뛰어넘는 것을
hit:3378_conv:6757,content,만족하는,I sat at home watching netflix all last night,나는 어젯밤 내내 집에 앉아서 넷플릭스를 봤어,어젯밤 내내 집에 앉아서 넷플릭스를 봤어
hit:3395_conv:6791,content,만족하는,I finally am comfortable with my life. I am happier than I have been in awhile.,나는 마침내 내 삶에 편안함을 느낀다. 나는 잠시 동안보다 더 행복합니다.,내 삶에
hit:3440_conv:6880,surprised,놀란,My friends have prepared for me a surprise birthday party at a friend home. It was unexpected.,친구들이 친구 집에서 깜짝 생일 파티를 준비했다 예상치 못한 일이었다,깜짝 생일 파티를
hit:3441_conv:6882,embarrassed,당황스러운,dropped my pants in a store,가게에서 바지를 떨어뜨렸다,바지를 떨어뜨렸다
hit:3444_conv:6889,grateful,고마워하는,I am thankful i got that job last week,지난 주에 그 일자리를 얻은 것에 감사하다,일자리를 얻은 것
hit:3450_conv:6900,disappointed,실망한,i was crushed when i wasnt able to leave work the other day,전날 퇴근하지 못했을 때 나는 무너졌다,퇴근하지 못했을 때
hit:3456_conv:6913,embarrassed,당황스러운,I don't like dancing in public.One time I did and at the end of the dance the stranger I was dancing with asked me to let him lead next time.,나는 대중 앞에서 춤을 추는 것을 좋아하지 않습니다. 한번은 춤을 추었고 춤이 끝날 때 함께 춤을 추던 낯선 사람이 다음에는 그에게 리드하게 해달라고 부탁했습니다.,다음에는 그에게 리드하게 해달라고 부탁했습니다.
hit:3535_conv:7070,prepared,준비된,"Last time I went to the pool, I was super prepared with everything I need.",지난번에 수영장에 갔을 때 나는 필요한 모든 것을 완벽하게 준비했습니다.,필요한 모든 것을
hit:3536_conv:7072,hopeful,희망에 찬,I should hear this week whether or not I was accepted into law school  I hope to start in the spring.,봄에 시작하기를 희망하는 로스쿨에 합격했는지 여부를 이번 주에 들어야 합니다.,로스쿨에 합격했는지
hit:3536_conv:7073,afraid,두려워하는,My credit score has fallen by some 50 points in the last month. My debts are accumulating.,지난 달에 내 신용 점수가 약 50점이나 떨어졌습니다. 내 부채가 쌓이고 있습니다.,신용 점수가 약 50점이나 떨어졌습니다.
hit:3542_conv:7084,angry,화난,I dropped my laptop and broke it.,나는 노트북을 떨어뜨려 깨뜨렸다,노트북을 떨어뜨려
hit:3551_conv:7103,angry,화난,i was upset the other day when i couldnt leave home on time,제때 집을 떠날 수 없었던 그날 나는 화가 났다,제때 집을 떠날 수 없었던
hit:3615_conv:7231,sad,슬픈,when i lost a close friend i felt bad,친한 친구를 잃었을 때 나는 기분이 안 좋았다,친한 친구를 잃었을 때
hit:3623_conv:7247,content,만족하는,I have 2 working arms and legs. I am so thankful for not being handicapped in life.,나는 팔과 다리가 두 개 있다 인생에서 장애인이 되지 않아서 정말 감사하다.,장애인이 되지 않아서
hit:3626_conv:7252,surprised,놀란,I thought everyone forgot my birthday. No one wished me a happy birthday at work. Then I saw my coworkers gather around and start singing Happy Birthday. I was shocked that they remembered!,모두가 내 생일을 잊었다고 생각했다. 아무도 나에게 직장에서 행복한 생일을 바라지 않았다 그러던 중 동료들이 모여 행복한 생일 노래를 시작하는 것을 보았다. 나는 그들이 기억하는 것에 충격을 받았다!,내 생일을###그들이 기억하는 것에
hit:3631_conv:7263,impressed,감명받은,There was a motivational speaker at my office a couple weeks ago.  His speech really resonated with me.,몇 주 전에 내 사무실에 동기 부여 연사가 있었습니다. 그의 연설은 정말 마음에 들었습니다.,그의 연설은
hit:3639_conv:7278,proud,자랑스러운,My daughter got into an Ivy league school after high school. I am so happy for her!,딸은 고등학교 후 아이비리그 학교에 입학했다 그녀에게 정말 행복해!,아이비리그 학교에 입학했다
hit:3643_conv:7286,surprised,놀란,"A few days ago my friends threw a party for me. I was not expecting it, so I was quite shocked",며칠 전 친구들이 나를 위해 파티를 열었다 기대하지 않았기 때문에 충격을 받았다,파티를 열었다
hit:3655_conv:7311,angry,화난,I was driving in my car and some person pulled out in front of me. Then they honked on the horn like I made a mistake.,차를 몰고 가는데 누군가 내 앞에 섰다. 그런 다음 그들은 내가 실수를 한 것처럼 경적을 울렸습니다.,내가 실수를 한 것처럼 경적을 울렸습니다.
hit:3661_conv:7322,afraid,두려워하는,I was just walking along in the woods. And there is when I almost stepped on one of them snakes!,나는 그냥 숲 속에서 걷고 있었다 그리고 그 뱀 중 한 마리를 밟을 뻔했을 때가 있다!,뱀 중 한 마리를 밟을 뻔했을 때가
hit:3665_conv:7331,sentimental,감상적인,Last night I sat down and played a video game I hadn't played since the early 90's!,지난 밤에 나는 앉아서 90년대 초반 이후로 하지 않았던 비디오 게임을 했습니다!,비디오 게임을
hit:3667_conv:7335,embarrassed,당황스러운,I ran into my neighbors mail box and didn't tell anyone.,이웃집 우체통에 부딪혀 아무에게도 말하지 않았습니다.,이웃집 우체통에 부딪혀
hit:3669_conv:7339,anticipating,기대하는,I am expecting a call from someone today. They will tell me the gender of my baby!,나는 오늘 누군가로부터 전화를 기다리고 있다 그들은 내게 아기의 성별을 말할 것이다!,전화###아기의 성별을
hit:3671_conv:7343,excited,흥분한,I'm looking forward to my cousin's future! She is almost done with med school and is getting married soon!,사촌의 미래를 기대하고 있어! 그녀는 의대에서 거의 끝나고 곧 결혼할 거야!,사촌의 미래###곧 결혼할
hit:3672_conv:7344,afraid,두려워하는,Sooo scary!  I was in the basement today and I swear to you I saw a ghost.,수오 무서워! 오늘 지하실에 있었는데 귀신을 봤다고 맹세합니다.,귀신을 봤다고
hit:3673_conv:7347,impressed,감명받은,I went to an Imagine Dragons concert this weekend and it was awesome! I don't regret going at all.,이번 주말에 Imagine Dragons 콘서트에 갔는데 굉장했어요! 가도 전혀 후회하지 않습니다.,Imagine Dragons 콘서트에 갔는데
hit:3688_conv:7377,impressed,감명받은,One time I was skateboarding and I seen someone do a very advanced move on the half pipe.,한번은 내가 스케이트보드를 타다가 하프파이프 위에서 매우 진보된 움직임을 하는 사람을 보았습니다.,진보된 움직임을 하는 사람을
hit:3704_conv:7409,proud,자랑스러운,I am proud of my son. He is graduating from college this weekend!,나는 아들을 자랑스럽게 생각한다 그는 이번 주말에 대학을 졸업할 거야!,아들을###대학을 졸업할
hit:3709_conv:7418,jealous,질투하는,My coworker just got selected to enroll in a leadership class offered by my work.  I also applied but didn't get selected.  I really wish I was in his shoes righyt now!,내 동료가 내 작품이 제시한 리더십 수업에 입학하기 위해 막 선발됐다. 나도 지원했지만 선발되지 않았다. 지금 내가 그의 신발에 신고 싶었어!,내 동료가
hit:3713_conv:7426,embarrassed,당황스러운,I needed to pay my rent and didn't have enough money. I took the money from the cash at work.,나는 임대료를 내야 했고 돈이 충분하지 않았다 나는 직장에서 현금으로 돈을 가져갔다,돈이 충분하지 않았다
hit:3721_conv:7443,disappointed,실망한,I saw the new Jurassic Park movie the other day.  It was such a let down for me.,나는 그날 새로운 쥬라기 공원 영화를 봤다 나는 정말 실망스러웠다,새로운 쥬라기 공원 영화를
hit:3739_conv:7479,caring,돌보는,It was so nice to see that my friends had my back. My spouse recently left me and my kids. My friends brought food over and even babysit while I ran errands.,친구들이 등을 돌렸다는 걸 보니 너무 좋았다. 우리 배우자가 최근 나와 아이들을 떠났다. 친구들이 음식을 가져와서 아기까지 돌아다니는 동안 산책을 했다.,친구들이
hit:3745_conv:7490,disappointed,실망한,I was driving along today. And then I crashed into a parked car!,나는 오늘 함께 운전하고 있었다 그리고 나는 주차된 차를 들이받았다!,주차된 차를 들이받았다
hit:3746_conv:7493,afraid,두려워하는,I am so prepared for this storm coming up. But I didn't buy any fun stuff..,나는 이 폭풍우가 올 정도로 준비가 되어 있다 하지만 재미있는 물건은 사지 않았다.,폭풍우가
hit:3749_conv:7498,lonely,외로운,I'm a single mom and my son just went off to college,나는 싱글맘이고 아들이 방금 대학에 나갔다,나는 싱글맘이고###아들이 방금 대학에 나갔다
hit:3754_conv:7508,disgusted,역겨운,I was eating Chinese food recently. I felt a crunch in my mouth. I realized I had just swallowed a cockroach. I was appalled!,나는 최근 중국음식을 먹고 있었다 나는 입에 침이 나는 것을 느꼈다 나는 바퀴벌레를 막 삼켰다는 것을 깨달았다 나는 화가 났어!,바퀴벌레를 막 삼켰다는 것을
hit:3774_conv:7548,jealous,질투하는,My step father died and my mother moved in with my sister.  They took the insurance money and bought a big house.,의붓아버지가 돌아가셨고 어머니가 여동생과 함께 이사했다. 그들은 보험금을 가지고 큰 집을 샀다,보험금을 가지고 큰 집을 샀다
hit:3777_conv:7554,surprised,놀란,Our daughter's dance program sent out new tuition notices.  They decided to change the entire pay structure and it's going to cost us a lot more to send her now.,"우리 딸의 댄스 프로그램은 새로운 학비 통지서를 보냈다 그들은 임금 구조 전체를 바꾸기로 했고, 지금 그녀를 보내는 데는 우리가 더 많은 비용이 들 것이다.",딸의 댄스 프로그램은###새로운 학비 통지서를
hit:3784_conv:7569,surprised,놀란,I ran across a snake it our backyard.  I shocked me.,나는 우리 뒤뜰에서 뱀을 만났습니다. 나는 나를 놀라게 했다.,뱀을 만났습니다.
hit:3791_conv:7583,prepared,준비된,Last time i went on a vacation I brought everything I needed and was fully prepared.,"마지막으로 휴가를 갔을 때 필요한 모든 것을 가져왔고, 준비가 완벽했다.",휴가를
hit:3806_conv:7613,angry,화난,I was very mad when France won the world cup 2018. Croatia should have won!,나는 프랑스가 2018 월드컵에서 우승했을 때 매우 화가 났습니다. 크로아티아가 우승했어야 했습니다!,프랑스가 2018 월드컵에서 우승했을 때
hit:3808_conv:7616,proud,자랑스러운,my niece defended her self,조카가 자신을 옹호했다,조카가
hit:3811_conv:7622,surprised,놀란,"I was out to lunch and this waitress asked me for my number.  At first i thought she was just being nice to get a tip, but then she texted me later that night","점심을 먹으러 나갔는데 이 웨이터가 제 번호를 물었습니다. 처음에는 그녀가 제보를 받는 것만으로도 친절하다고 생각했는데, 그 후 그날 밤 나에게 문자를 보냈다",웨이터가 제 번호를 물었습니다###그날 밤 나에게 문자를 보냈다
hit:3822_conv:7644,proud,자랑스러운,I feel sucesful when I got my degree at the university,나는 대학에서 학위를 받았을 때 성취감을 느낀다,대학에서 학위를 받았을 때
hit:3826_conv:7653,content,만족하는,"One time I looked up a new recipe to cook and it went pretty well. The steak that I made was tasty, and it was a good experience.",한번은 요리할 새로운 레시피를 찾아봤는데 꽤 괜찮았습니다. 내가 만든 스테이크는 맛있었고 좋은 경험이었습니다.,내가 만든 스테이크는
hit:3839_conv:7678,disgusted,역겨운,A sick kid threw up on me in school,아픈 아이가 학교에서 내게 토했다,아픈 아이가###내게 토했다
hit:3841_conv:7682,excited,흥분한,"I get to take a cruise in a few weeks. Finally, all my preparation has come to fruition",몇 주 후에 크루즈를 탈 수 있다 마침내 나의 모든 준비가 결정적으로 이루어졌다,크루즈를 탈 수
hit:3843_conv:7687,anticipating,기대하는,It was three days before my 21st birthday.,내 21번째 생일을 사흘 앞두고 있었다,21번째 생일을
hit:3844_conv:7688,afraid,두려워하는,I heard a loud bang outside my house recently and thought someone was trying to break in.,최근 집 밖에서 큰 소리를 듣고 누군가가 침입을 시도하는 줄 알았다.,집 밖에서 큰 소리###침입을 시도하는 줄
hit:3852_conv:7704,hopeful,희망에 찬,I got a new job that pays a lot more than my previous one. I should be able to pay off my home sooner now.,나는 이전 직장보다 훨씬 더 많은 급여를 받는 새 직장을 얻었다. 이제 빨리 집값을 갚을 수 있어야 합니다.,집값을 갚을 수 있어야
hit:3853_conv:7707,embarrassed,당황스러운,I invited my friends over for dinner and burned the garlic bread.,나는 저녁 식사에 친구들을 초대하고 마늘 빵을 태웠습니다.,친구들을 초대하고 마늘 빵을 태웠습니다.
hit:3858_conv:7716,lonely,외로운,Moved to a new city with a lower cost of living. I kind of feel isolated here.,생활비가 저렴한 새로운 도시로 이사했습니다. 나는 여기에서 일종의 고립감을 느낀다.,새로운 도시로 이사했습니다.
hit:3865_conv:7730,embarrassed,당황스러운,i felt bad when i couldnt get a gift my daughter wanted,딸이 원하는 선물을 받지 못했을 때 나는 안타까웠다,딸이 원하는 선물을 받지 못했을 때
hit:3871_conv:7742,joyful,즐거운,My mom is finally coming to America after years of waiting for approval.,수년간 승인을 기다리다 마침내 엄마가 미국에 오고 있다.,엄마가 미국에 오고 있다
