conv_id,emotion,kor_emotion,context,kor_context,factor
hit:3876_conv:7753,surprised,놀란,I woke up to breakfast in be this morning.,나는 오늘 아침에 아침을 먹으러 일어났다,아침을 먹으러 일어났다
hit:3877_conv:7754,embarrassed,당황스러운,I felt bad when I lied to my friend last week. I just did not feel like hanging out,지난주 친구에게 거짓말을 했을 때 나는 안타까웠다 나는 그저 외출하고 싶지 않았다,친구에게 거짓말을 했을 때
hit:3877_conv:7755,sentimental,감상적인,Driving to visit my mom yesterday reminded me so much of my childhood.,어제 어머니를 만나러 운전을 하다 보니 어린 시절이 많이 떠올랐다.,어린 시절이 많이 떠올랐다.
hit:3878_conv:7756,disappointed,실망한,i was saddened when i couldnt get out of work on time,제때 퇴근하지 못했을 때 나는 화가 났다,제때 퇴근하지 못했을 때
hit:3878_conv:7757,sentimental,감상적인,I was cleaning out a big closet today and found some Christmas ornaments of my kids feet when they were babies. So small and precious!,나는 오늘 큰 벽장을 청소하다가 아기였을 때 내 아이들의 발에 크리스마스 장식품을 발견했습니다. 너무 작고 소중한!,크리스마스 장식품을 발견했습니다.
hit:3880_conv:7760,surprised,놀란,Came home to all my family here with a hot pot going!,뜨거운 냄비를 가지고 온 가족이 집에 왔습니다!,온 가족이 집에 왔습니다!
hit:3880_conv:7761,proud,자랑스러운,My wife is going to med school. I think it's really great she is able do such and awesome feat!,제 아내는 의대에 다니고 있습니다. 그녀가 이렇게 훌륭하고 멋진 일을 할 수 있다는 것이 정말 대단한 것 같아요!,제 아내는 의대에 다니고 있습니다.
hit:3881_conv:7763,surprised,놀란,I was shocked when my dad got me a laptop. It was for school,아빠가 나에게 노트북을 주셨을 때 나는 충격을 받았다. 학교를 위한 것이었다,아빠가###노트북을 주셨을 때
hit:3882_conv:7764,caring,돌보는,I cooked my wife dinner because I love her,나는 아내를 사랑하기 때문에 아내의 저녁 식사를 요리했습니다.,아내를###저녁 식사를 요리했습니다.
hit:3882_conv:7765,proud,자랑스러운,My son worked really hard on his project. He won second place in the science fair!,우리 아들은 그의 프로젝트에 정말 열심히 일했다 그는 과학 박람회에서 2위를 차지했다!,과학 박람회에서 2위를 차지했다!
hit:3883_conv:7766,impressed,감명받은,I once saw a woman who could fold her body in half.,나는 한때 몸을 반으로 접을 수 있는 여자를 보았다,몸을 반으로 접을 수 있는 여자를
hit:3883_conv:7767,surprised,놀란,it was suprising to see my dog find his way home the other day,그날 우리 개가 집으로 돌아가는 길을 찾는 것을 보니 놀랐다,우리 개가 집으로 돌아가는 길을 찾는 것을
hit:3884_conv:7768,disappointed,실망한,I was sad with myself when I quit the basketball team. I just thought I would last logner,농구 대표팀을 그만둘 때 나는 스스로 슬퍼했다 그냥 로그너를 지속할 줄 알았을 뿐이야,농구 대표팀을 그만둘 때
hit:3884_conv:7769,jealous,질투하는,I hate seeing people with loads of money. Its bad but I do,나는 돈이 많은 사람들을 보는 것이 싫다 나쁘지만 나는 그렇다,돈이 많은 사람들을 보는 것이
hit:3885_conv:7770,sentimental,감상적인,There is a restaurant that has been around for a while. They're closing down after the wife passed away.,한동안 주변에 있던 음식점이 있다. 그들은 아내가 세상을 떠난 후 문을 닫고 있다,주변에 있던 음식점이 있다.
hit:3886_conv:7772,trusting,신뢰하는,One of my friends wanted me to leave out my other good friend and not tell her about our beach trip we were planning.  I told her that I wouldn't go unless we could all go together because I just don't leave people out.,친구 중 한 명이 우리가 계획하고 있던 해변 여행에 대해 얘기하지 말고 다른 좋은 친구를 떠나길 원했다. 사람들을 떠나지 않기 때문에 우리 모두가 함께 갈 수 있지 않으면 가지 않겠다고 그녀에게 말했다.,우리 모두가 함께 갈 수 있지 않으면 가지 않겠다고
hit:3886_conv:7773,excited,흥분한,I'm going to meet my long distance girlfriend next weekend!,다음 주말에 장거리 여자친구를 만날 거야!,장거리 여자친구를 만날 거야
hit:3887_conv:7774,surprised,놀란,Wonder woman is an awesome movie. I can't believe I am just now seeing it.,원더우먼은 멋진 영화입니다. 이제서야 보고 있다는 게 믿기지 않습니다.,원더우먼은
hit:3887_conv:7775,afraid,두려워하는,"I want to ask a girl out on a date, but I'm not sure if I should. She doesn't seem that interested in me.",여자에게 데이트 신청을 하고 싶은데 해야 할지 잘 모르겠습니다. 그녀는 나에게 그다지 관심이 없는 것 같다.,데이트 신청을 하고 싶은데
hit:3888_conv:7777,sad,슬픈,My local store stopped carrying my favorite spring rolls.,우리 동네 가게는 내가 가장 좋아하는 춘권을 파는 것을 중단했습니다.,춘권을 파는 것을 중단했습니다.
hit:3890_conv:7780,afraid,두려워하는,I was nervous my first year of college. I just did not know anyone,나는 대학 1학년 때 긴장했다 그저 아무도 몰랐을 뿐이었다,대학 1학년 때
hit:3890_conv:7781,content,만족하는,I was taking a walk in the park and it was really peaceful. I was just thinking about how great my life is.,공원에서 산책을 하고 있었는데 정말 평화로웠다. 내 인생이 얼마나 훌륭한지 고민하고 있었을 뿐이다.,공원에서 산책을
hit:3891_conv:7782,trusting,신뢰하는,I sent a 3k check to my cousin. I never sent that much money through the mail before.,나는 사촌에게 3k 수표를 보냈다 나는 이전에 그렇게 많은 돈을 우편으로 보낸 적이 없다,돈을 우편으로 보낸
hit:3891_conv:7783,joyful,즐거운,I am so happy that I quit my job. I hated that place,직장을 그만두게 되어 너무 기쁩니다. 나는 그 곳이 싫었다,직장을 그만두게 되어
hit:3892_conv:7785,angry,화난,My roommate drank all my milk. I wanted to have cereal for breakfast.,내 룸메이트는 내 우유를 모두 마셨다. 아침으로 시리얼이 먹고 싶었다.,내 룸메이트는 내 우유를 모두 마셨다.
hit:3893_conv:7787,jealous,질투하는,My boyfriend's best friend is a female. He talks to her almost everyday and tells her things that he doesn't tell me and asks her for advice. I don't like it at all.,제 남자친구의 가장 친한 친구는 여자입니다. 그는 거의 매일 그녀와 이야기하고 그가 나에게 말하지 않은 것을 그녀에게 이야기하고 그녀에게 조언을 구합니다. 나는 그것을 전혀 좋아하지 않는다.,제 남자친구의 가장 친한 친구는
hit:3894_conv:7788,excited,흥분한,I'm going to try out the new Japanese restaurant that just opened up next weekend.,다음 주말에 새로 오픈한 일식집에 가보려고 해요.,다음 주말에 새로 오픈한 일식집에 가보려고 해요.
hit:3894_conv:7789,prepared,준비된,I was confident I was going to pass my drivers test. I just wanted it more,나는 내가 운전 시험에 합격할 것이라고 확신했다. 난 그냥 더 원했어,운전 시험에
hit:3895_conv:7790,impressed,감명받은,I went to a tiny little restaurant in my neighborhood today. I was amazed at how good it was.,나는 오늘 동네에 있는 작은 식당에 갔다 나는 얼마나 좋았는지 놀랐다,동네에 있는 작은 식당에
hit:3895_conv:7791,surprised,놀란,There was a party at work today. Totally unannounced.,오늘 회사에서 파티가 있었습니다. 전혀 예고되지 않았습니다.,파티가
hit:3896_conv:7792,excited,흥분한,I was so happy when I found out I was going on a trip last weekend. Its going to be fun,지난 주말에 여행을 간다는 소식을 듣고 너무 기뻤습니다. 재미있을거야,여행을 간다는 소식을 듣고
hit:3896_conv:7793,embarrassed,당황스러운,I once walked around all day with toilet paper on my shoe.  I couldn't believe my luck.,나는 신발에 화장실 종이를 신고 하루 종일 돌아다녔다 나는 내 행운을 믿을 수 없었다,신발에 화장실 종이를 신고 하루 종일 돌아다녔다
hit:3897_conv:7794,trusting,신뢰하는,"A girl hit on me at an event, but I've got a girlfriend. Not interested.",한 여자아이가 행사에서 나를 때렸지만 여자친구가 있다. 흥미가 없다,여자친구가 있다
hit:3897_conv:7795,grateful,고마워하는,"I once found a 100 dollar bill on the ground,  I needed it so bad.",그라운드에서 100달러짜리 지폐를 발견한 적이 있는데 너무 필요했다.,100달러짜리 지폐를 발견한 적이
hit:3898_conv:7796,impressed,감명받은,I seen this guy at the gym doing about 50 pull ups. His muscles were huge.,나는 체육관에서 이 사람이 약 50개의 풀업을 하는 것을 보았습니다. 그의 근육은 거대했다.,이 사람이###50개의 풀업을 하는 것을
hit:3898_conv:7797,prepared,준비된,I knew I was going to pass my history final. I loved that class,나는 내 역사 결승전을 통과할 것이라는 것을 알았다 그 수업을 좋아했어요,역사 결승전을 통과할 것이라는
hit:3899_conv:7798,proud,자랑스러운,I was proud when my dad retired. He worked hard for a long time,아빠가 은퇴했을 때 나는 자랑스러웠다 그는 오랫동안 열심히 일했다,아빠가 은퇴했을 때
hit:3900_conv:7800,disappointed,실망한,"My hamster died when I was a child,  she was my best friend.","내 햄스터는 내가 어렸을 때 죽었고, 그녀는 내 최고의 친구였다",햄스터는 내가 어렸을 때 죽었고
hit:3900_conv:7801,angry,화난,My sister is always borrowing  money from me and never pays it back on time. That really bothers me.,언니는 항상 나에게 돈을 빌리고 제때 갚지 않는다. 정말 짜증나네요.,언니는###돈을 빌리고 제때 갚지 않는다.
hit:3901_conv:7802,afraid,두려워하는,I once awoke not able to move or speak.  I was scared to death.,한 번은 잠에서 깨어 움직이거나 말을 할 수 없었습니다. 나는 죽을 정도로 무서웠다.,움직이거나 말을 할 수 없었습니다.
hit:3901_conv:7803,confident,확신하는,i went into that interviewing knowing i was going to get the job,내가 그 일자리를 얻을 거라는 것을 알고 그 인터뷰에 들어갔다,일자리를 얻을 거라는 것을 알고
hit:3902_conv:7805,embarrassed,당황스러운,"I once ate an entire bag on m and ms, the day after i started my diet.",나는 다이어트를 시작한 다음 날 m과 ms에서 한 봉지를 먹었습니다.,한 봉지를 먹었습니다.
hit:3903_conv:7806,angry,화난,"I'm so upset. I really don't like fish, get my wife keeps serving it to me. I'm so mad!","나는 너무 화가 났다 나는 정말 물고기를 싫어하고, 아내가 계속 나에게 먹이도록 해 정말 미쳤어!",물고기를###아내가 계속 나에게 먹이도록 해 
hit:3903_conv:7807,impressed,감명받은,I went thrift shopping for the first time today. I can't believe what good deals I found,오늘 처음으로 알뜰쇼핑을 다녀왔습니다. 내가 얼마나 좋은 거래를 찾았는지 믿을 수 없어,알뜰쇼핑을
hit:3904_conv:7808,sentimental,감상적인,I same a photo of my deceased grandfather. It reminds me of when he was alive and he used to babysit me as a child.,돌아가신 할아버지의 사진과 똑같습니다. 그것은 그가 살아 있었고 그가 어렸을 때 나를 돌보곤 했을 때를 생각나게 합니다.,돌아가신 할아버지의 사진과
hit:3904_conv:7809,embarrassed,당황스러운,"My friends asked me to go out with them, but I had to decline it because I have to save money for bills.","친구들이 같이 가자고 했지만, 나는 공과금을 모아야 해서 거절할 수 밖에 없었다.",공과금을 모아야 해서 거절할
hit:3905_conv:7810,angry,화난,Someone cut me off in traffic the other day.,누군가가 그날 나를 교통편으로 끊었다,교통편으로 끊었다
hit:3905_conv:7811,lonely,외로운,i felt all alone the other day when my family left home,요전날 가족들이 집을 나갔을 때 나는 완전히 혼자라고 느꼈다,가족들이 집을 나갔을 때
hit:3906_conv:7813,surprised,놀란,"I ordered a pizza, but the delivery person gave me an extra one.",피자를 주문했는데 배달원이 피자를 하나 더 주셨어요.,배달원이 피자를 하나 더 주셨어요.
hit:3907_conv:7814,surprised,놀란,I was surprised when I got elected class president. I did not expect it,학급 회장으로 선출되었을 때 나는 놀랐다. 나는 그것을 기대하지 않았다,학급 회장으로 선출되었을 때
hit:3908_conv:7817,anticipating,기대하는,i cant wait to get my next paycheck,다음 임금을 받기를 기다릴 수가 없다,임금을 받기를
hit:3909_conv:7818,joyful,즐거운,"My Grandma, whom I absolutely love and is the best Grandma, is moving back to my city to live here! I never thought she would but I can't wait!",내가 절대적으로 사랑하고 최고의 할머니이신 할머니가 우리 도시로 돌아가 여기에서 살게 됩니다! 그녀가 그럴 줄은 몰랐지만 기다릴 수 없어!,할머니가###여기에서 살게 됩니다!
hit:3909_conv:7819,angry,화난,Someone cut me off in traffic the other day.,누군가가 그날 나를 교통편으로 끊었다,교통편으로 끊었다
hit:3910_conv:7820,anticipating,기대하는,I know I'm going to get fired tomorrow.,내일 해고될 거 알아,해고될
hit:3910_conv:7821,anticipating,기대하는,I could not wait to start school this past semester. I just wanted to learn,나는 지난 학기에 개학하기를 기다릴 수 없었습니다. 그냥 배우고 싶었어,개학하기를
hit:3911_conv:7822,confident,확신하는,My daughter is joining the band this year. She is going to do great!,제 딸이 올해 밴드에 합류합니다. 그녀는 잘 할 것입니다!,제 딸이###밴드에 합류합니다.
hit:3912_conv:7824,embarrassed,당황스러운,I put way too much on my credit card.,나는 신용카드에 너무 많이 넣었다,신용카드에 너무 많이 넣었다
hit:3913_conv:7827,grateful,고마워하는,I am so happy to have such talented kids. We were all raised to love and play music,이런 재능있는 아이들이 있어서 너무 행복합니다. 우리는 모두 음악을 사랑하고 연주하도록 자랐습니다.,재능있는 아이들이 있어서
hit:3914_conv:7828,grateful,고마워하는,"i grew up poor , but my parents were always there for me","나는 가난하게 자랐지만, 부모님은 항상 나를 위해 있었다",부모님은 항상 나를 위해 있었다
hit:3914_conv:7829,hopeful,희망에 찬,I'm waiting to hear back from my doctor about my test results.,검사 결과에 대한 의사의 답변을 기다리고 있습니다.,검사 결과에 대한 의사의 답변을
hit:3915_conv:7830,content,만족하는,I got to the go the mountains last week. It was just very calming,나는 지난 주에 산에 가야 했다. 그냥 아주 조용했다,산에 가야 했다.
hit:3915_conv:7831,grateful,고마워하는,My family looks out for me no matter what.,우리 가족은 어떤 일이 있어도 나를 돌봐준다,우리 가족은 어떤 일이 있어도 나를 돌봐준다
hit:3916_conv:7833,excited,흥분한,i cant wait for this friday!,이번 금요일을 기다릴 수 없어!,금요일을
hit:3917_conv:7834,prepared,준비된,"I am planning to go camping this weekend. I bought everything that I need like food, tent, first aid kit.","나는 이번 주말에 캠핑을 갈 계획이다 음식, 텐트, 응급 키트 등이 필요한 모든 것을 샀다.",캠핑을
hit:3917_conv:7835,angry,화난,I never thought my ex and I would break up for good. I think we are really done now.,나는 전 남편과 결코 헤어질 줄은 몰랐다 지금 우리는 정말 끝난 것 같다,전 남편과 결코 헤어질 줄은
hit:3918_conv:7836,trusting,신뢰하는,"While a lot of my coworkers quit to go to a competitor, I'm staying with my company.",많은 동료들이 경쟁사에 가기 위해 회사를 그만 두는 동안 나는 회사에 남아 있습니다.,회사에 남아 있습니다.
hit:3918_conv:7837,prepared,준비된,I knew I was going to pass my math test. I studied all week,나는 수학 시험에 합격할 줄 알았다 나는 일주일 내내 공부했다,수학 시험에 합격할 줄
hit:3919_conv:7838,lonely,외로운,"I had to go to a work conference last week.  I didn't know anyone there, and I really don't like to travel without my family.  It was hard.","나는 지난 주에 직장 회의에 가야 했다 거기 아무도 몰랐고, 가족이 없는 여행도 정말 싫었다. 힘들었다",직장 회의에###아무도 몰랐고###가족이 없는 여행도
hit:3920_conv:7840,surprised,놀란,I can't believe my daughter wants toplay bass guitar. That's so weird to me,딸이 베이스 기타를 연주하고 싶다는 게 믿기지 않는다. 그게 너무 이상해,딸이 베이스 기타를 연주하고 싶다는 게
hit:3920_conv:7841,content,만족하는,When i ate thanksgiving dinner last year,작년에 추수감사절 만찬을 먹었을 때,추수감사절 만찬을 먹었을 때
hit:3922_conv:7845,content,만족하는,I've got a wonderful family and can do the things I enjoy. I don't think I can ask for more in life.,나는 멋진 가족이 있고 내가 좋아하는 일을 할 수 있습니다. 나는 인생에서 더 많은 것을 요구할 수 없다고 생각합니다.,멋진 가족이 있고###좋아하는 일을 할
hit:3923_conv:7846,trusting,신뢰하는,i trusted my brother the other day and regret it,요전날 동생을 믿고 후회했다,동생을
hit:3923_conv:7847,afraid,두려워하는,I am scared I won't like my new neighbors. That's how it usualy goes around here,나는 새로운 이웃을 좋아하지 않을까 두려워한다 여기서 이용할 수 있는 방법이 바로 그것입니다.,나는 새로운 이웃을 좋아하지 않을까
hit:3925_conv:7850,trusting,신뢰하는,I knew my dad was going to pick me up at school. He always kept his woprd,나는 아빠가 학교에서 나를 데리러 올 줄 알았다 그는 언제나 자신의 노골적인 태도를 유지했다,나는 아빠가 학교에서 나를 데리러 올 줄 알았다
hit:3926_conv:7853,sad,슬픈,I am sad the summer is ending. I had so much fun with my kids,나는 여름이 끝나는 것이 슬프다 아이들과 정말 즐거웠어요,여름이 끝나는 것
hit:3927_conv:7855,embarrassed,당황스러운,I was embarrassed when I realized my zipper had been down all day at school. It was sad,나는 학교에서 하루 종일 내 지퍼가 내려져 있다는 것을 알았을 때 당황스러웠다. 슬펐다,하루 종일 내 지퍼가 내려져 있다는
hit:3928_conv:7856,proud,자랑스러운,My niece is visiting and we have a pool.  She has not had access to a pool for most of her childhood ad does not know how to swim.  She is figuring it out very quickly though and her confidence is increasing as her skills do.  It's very exciting to watch her skills and confidence soar and she feels it too.,조카가 방문하고 수영장이 있습니다. 그녀는 수영을 할 줄 모르는 어린 시절 광고의 대부분을 수영장에 접근할 수 없었습니다. 하지만 그녀는 그것을 매우 빨리 이해하고 있으며 그녀의 기술이 발전함에 따라 그녀의 자신감도 증가하고 있습니다. 그녀의 기술과 자신감이 치솟는 것을 보는 것은 매우 흥미롭고 그녀도 느끼고 있습니다.,조카가###그것을 매우 빨리 이해하고###기술이 발전함에###자신감도 증가하고
hit:3929_conv:7859,afraid,두려워하는,I saw a neighborhood report that someone is breaking into houses and watching people sleep.  Creepy!  I want to buy a million locks.,누군가가 집에 침입해 사람들이 잠을 자는 것을 보고 있다는 동네 신고를 봤다. 끔찍해! 나는 수백만 개의 잠금장치를 사고 싶다,누군가가 집에 침입해 사람들이 잠을 자는 것을 보고 있다는 동네 신고를
hit:3930_conv:7861,grateful,고마워하는,"My kid's school makes sure all the kids' parents know how to fill out low income forms. There are so many parents who don't know enough English, and their kids go hungry when they don't have to.","우리 아이의 학교는 모든 아이들의 부모가 저소득 양식을 작성하는 방법을 알고 있는지 확인합니다. 영어를 충분히 하지 못하는 부모들이 너무 많고, 그들의 아이들은 그럴 필요가 없을 때 굶주립니다.",아이의 학교는 모든 아이들의 부모가 저소득 양식을 작성하는 방법을 알고 있는지 확인합니다.
hit:3931_conv:7863,embarrassed,당황스러운,"I stole alcohol from my dad and got caught, I'm ashamed.",아버지의 술을 훔쳐 들키고 부끄럽다.,아버지의 술을 훔쳐 들키고
hit:3932_conv:7864,caring,돌보는,I just got a new dog recently and I have really found myself enjoying looking after it.,나는 최근에 새로운 개를 얻었고 나는 그것을 돌보는 것을 정말로 즐기고 있음을 발견했습니다.,새로운 개를
hit:3933_conv:7866,lonely,외로운,My kids are gone unitl wednesday. The house is so quiet.,내 아이들은 수요일 단위로 떠났습니다. 집이 너무 조용합니다.,내 아이들은 수요일 단위로 떠났습니다.
hit:3933_conv:7867,afraid,두려워하는,i was scared when i had to walk home alone the other day,전날 혼자 집을 걸어가야 했을 때 무서웠다,혼자 집을 걸어가야 했을 때
hit:3934_conv:7868,disgusted,역겨운,"Pizza hut ruined my pizza,  I specifically asked for no black olives. Yuck",피자 헛이 내 피자를 망쳤습니다. 특히 블랙 올리브를 요청하지 않았습니다. 왝,블랙 올리브를 요청하지 않았습니다.
hit:3935_conv:7871,lonely,외로운,I felt alone last weekend. All of my friends were out of town,나는 지난 주말에 혼자 있었다 내 친구들은 모두 도시에서 나왔다,나는 지난 주말에 혼자 있었다
hit:3936_conv:7873,embarrassed,당황스러운,I took $5 out of my 5 year old's birthday stash yesterday.,나는 어제 5살짜리 아이의 생일 보관함에서 5달러를 꺼냈습니다.,보관함에서 5달러를 꺼냈습니다.
hit:3937_conv:7874,jealous,질투하는,My best friend just told me her husband surprised her for their anniversary and is taking her on a cruise.  I am happy for her but I haven't been on a vacation for 5 years so it was painful to hear too.,제 가장 친한 친구는 남편이 결혼 기념일에 그녀를 놀라게 했고 그녀를 크루즈에 데려가겠다고 말했습니다. 그녀로 인해 기쁘지만 5년 동안 휴가를 가지 못해서 듣는 것도 마음이 아팠다.,친구는 남편이 결혼 기념일에 그녀를 놀라게 했고 그녀를 크루즈에 데려가겠다고
hit:3937_conv:7875,angry,화난,I was so mad when I forgot to pay my credit card. I felt dumb,신용카드 결제를 잊어버렸을 때 나는 너무 화가 났다 나는 어리석게 느껴졌다,신용카드 결제를 잊어버렸을 때
hit:3938_conv:7877,angry,화난,I bought a bag of frozen fish and when it unthawed it had already gone bad. I was so upset.,나는 냉동 생선 한 봉지를 샀고 해동했을 때 이미 상한 상태였습니다. 나는 너무 화가났다.,해동했을 때 이미 상한 상태였습니다.
hit:3939_conv:7878,jealous,질투하는,"MY friend just got engaged. I am happy for her but on the other hand, why not me?","내 친구가 막 약혼했다 나는 그녀에게 행복하지만, 반면에 나는 왜 그렇지 않을까?",내 친구가 막 약혼했다
hit:3939_conv:7879,afraid,두려워하는,I was scared last week when it stormed. I hate rain and thunder,지난주 폭풍우가 몰아쳤을 때 나는 무서웠다. 나는 비와 천둥이 싫어,폭풍우가 몰아쳤을 때###비와 천둥이
hit:3940_conv:7880,prepared,준비된,There was a meeting at work and I absolutly nailed it. I had done everything I need before hand to be successful.,직장에서 회의가 있었고 나는 그것을 절대적으로 못 박았습니다. 나는 성공하기 전에 내가 필요한 모든 것을 했다.,회의가
hit:3940_conv:7881,afraid,두려워하는,im a little on the fence if i should ask for time off this week,이번 주에 휴가를 요청해야 하는 지 조금 고민이 됩니다.,이번 주에 휴가를 요청해야 하는 지
hit:3943_conv:7886,embarrassed,당황스러운,I felt pretty bad last week when I was got lying. I just felt like a rat,나는 지난주 거짓말을 당했을 때 상당히 나빴다 그냥 쥐처럼 느껴졌을 뿐이야,거짓말을 당했을 때
hit:3944_conv:7888,caring,돌보는,I recently adopted a dog and have been enjoying taking care of it.,나는 최근에 개를 입양하여 즐겁게 지내고 있습니다.,개를 입양하여
hit:3945_conv:7891,proud,자랑스러운,I used my skills to pick the winning numbers in the lottery today.  I feel pretty good about myself.,오늘은 로또 ​​당첨번호를 뽑기 위해 내 능력을 발휘했다. 나는 나 자신에 대해 꽤 기분이 좋다.,내 능력을 발휘했다.
hit:3946_conv:7892,content,만족하는,I feel like everything is falling into place for me. I am so happy,모든 것이 내 입장에 맞춰지고 있는 것 같다. 정말 행복해,모든 것이 내 입장에 맞춰지고 있는 것 같다
hit:3946_conv:7893,afraid,두려워하는,i was scared to walk home the other day,전날 집으로 걸어가는 것이 무서웠다,집으로 걸어가는 것이
hit:3947_conv:7895,afraid,두려워하는,My friend has a habit of going nuts every vacation and I want to cancel ours.,내 친구는 휴가 때마다 미친 짓을 하는 습관이 있고 우리 집을 취소하고 싶다,휴가 때마다 미친 짓을 하는 습관이 있고
hit:3948_conv:7896,embarrassed,당황스러운,"I made a cake for a party and didn't end up going.  I had a slice and then another and another until I ate the whole thing.  I didn't tell anyone., til now.","나는 파티를 위해 케이크를 만들었고 결국 가지 않았다. 나는 전체를 다 먹을 때까지 한 조각을 먹고 또 한 조각을 먹었습니다. 나는 아무에게도 말하지 않았다., 지금까지.",한 조각을 먹고 또 한 조각을 먹었습니다.
hit:3950_conv:7901,embarrassed,당황스러운,when i go past 2 cheat days,내가 이틀 동안 부정행위를 겪었을 때,부정행위를 겪었을 때
hit:3951_conv:7902,afraid,두려워하는,I heard something under my bed last night and freaked out.,어젯밤 침대 밑에서 뭔가 소리가 나서 겁이 났다.,침대 밑에서 뭔가 소리가 나서
hit:3951_conv:7903,joyful,즐거운,i was happy when i got promoted a few months back,몇 달 전에 승진했을 때 행복했다,승진했을 때
hit:3952_conv:7904,lonely,외로운,I really miss having a boyfriend. I have been single for two years now,남자친구가 있는게 정말 그리워요. 나는 이제 2년 동안 싱글이다.,남자친구가 있는게
hit:3953_conv:7906,sentimental,감상적인,i was scared to go home the other day,전날 집에 가는 게 무서웠어요,집에 가는 게
hit:3954_conv:7908,angry,화난,My mom cheated on my dad!,우리 엄마가 아빠를 속였어!,우리 엄마가 아빠를 속였어!
hit:3954_conv:7909,surprised,놀란,I was a little shocked when my brother paid for a vacation for my birthday. It was so nice,형이 생일을 맞아 휴가를 냈을 때 나는 조금 충격을 받았다. 정말 좋았어요,형이 생일을 맞아 휴가를 냈을 때
hit:3955_conv:7910,sentimental,감상적인,I went through all of my fb photos today. I was only looking at my kids photos. I miss them being babies.,나는 오늘 나의 fb 사진을 모두 살펴보았다. 아이들 사진만 보고 있었어요. 나는 그들이 아기인 것이 그리워요.,아이들 사진만 보고
hit:3955_conv:7911,embarrassed,당황스러운,"It was awful. I had a piano solo with a band that I joined and we play all over the place. Anyway, I bombed it and forgot a section so skipped forward and fumbled with the notes.  Crushing.","끔찍했다 가입한 밴드와 함께 피아노 솔로가 있었고, 여기저기서 놀고 있었다. 어쨌든 폭탄을 터뜨리고 구간을 잊어버려서 앞으로 뛰어내리고 노트를 들고 다녔다. 부딪치다",폭탄을 터뜨리고 구간을 잊어버려서
hit:3956_conv:7913,afraid,두려워하는,I think that I was abducted by aliens. I'm afried I have alien spawn inside me.,외계인에게 납치된 것 같아요. 내 안에 외계인 스폰이 있어서 당황스럽습니다.,내 안에 외계인 스폰이 있어서
hit:3957_conv:7914,afraid,두려워하는,I promised my daughter I would watch IT with her tonight. I keep postponing it because I am too scared.,나는 딸에게 오늘 밤 IT를 보겠다고 약속했다 나는 너무 무서워서 계속 연기한다,IT를
hit:3958_conv:7916,confident,확신하는,I have a test at work tomorrow to see if I can get a promotion.,내일 직장에서 시험을 보고 승진을 받을 수 있을지 확인하고 있다.,승진을 받을 수 있을지
hit:3960_conv:7921,impressed,감명받은,I heard a speaker on tv tonight that was really impressive. It made me want to save money,나는 오늘 밤 텔레비전에서 스피커를 들었는데 정말 인상적이었다 돈을 절약하고 싶어 하게 만들었다,텔레비전에서 스피커를 들었는데
hit:3961_conv:7922,disappointed,실망한,I lost my ipad the other day. I can't believe it. I think it was stolen,나는 요전에 아이패드를 잃어버렸다. 믿을 수 없어 도난당한 것 같아요,아이패드를 잃어버렸다.
hit:3961_conv:7923,disgusted,역겨운,A kid I went to school with is in jail for harming a puppy!,내가 함께 학교에 다녔던 아이가 강아지를 해친 혐의로 감옥에 갇혀 있다!,강아지를 해친 혐의로
hit:3962_conv:7925,afraid,두려워하는,I was super nervous about the day today as a semi family member has been acting up and I didn't want them to ruin anyones day. They did unfortunately. I'll just never understand people who like to make everyone else miserable just because they are.,준가족이 연기를 하고 있는데 하루도 망가지고 싶지 않아서 오늘 날이 너무 긴장했습니다. 그들은 안타깝게도 그랬다 다른 사람들을 비참하게 만드는 것을 좋아하는 사람은 결코 이해할 수 없을 뿐이다.,다른 사람들을 비참하게 만드는 것을 좋아하는 사람은
hit:3963_conv:7926,jealous,질투하는,I wish I was my cat.  My cat gets to sleep all day.  Or eat.. Or sleep..,내가 고양이였으면 좋겠다. 고양이는 하루 종일 잠을 잘 수 있다 아니면 먹거나 자거나...。,고양이는 하루 종일 잠을 잘 수 있다
hit:3963_conv:7927,lonely,외로운,I live by myself. It's really sad,나는 혼자 산다. 정말 슬프다,나는 혼자 산다
hit:3964_conv:7928,grateful,고마워하는,My friend bought me dinner tonight. I was very thankful,친구가 오늘 밤 저녁 식사를 샀다 나는 매우 감사했다,친구가 오늘 밤 저녁 식사를 샀다
hit:3964_conv:7929,trusting,신뢰하는,"I had to take my car to the mechanic the other day.  I don't know anything bout cars, but I know my guy is honest.",나는 요전날에 차를 정비사에게 가져가야 했습니다. 나는 차에 대해 아무것도 모르지만 내 남자가 정직하다는 것을 압니다.,내 남자가 정직하다는 것을
hit:3965_conv:7930,impressed,감명받은,My daughter showed me a poem she wrote. It was really good. I was plesantly surprised.,내 딸이 그녀가 쓴 시를 나에게 보여주었다. 정말 좋았어. 나는 꽤 놀랐다.,그녀가 쓴 시를
hit:3966_conv:7932,angry,화난,I was pretty mad tonight when my friend canceled on me. I was wanting to go out,내 친구가 나를 취소했을 때 나는 오늘 밤 꽤 화가 났어요. 나가고 싶었어,친구가 나를 취소했을 때
