conv_id,emotion,kor_emotion,context,kor_context,factor
hit:3192_conv:6384,afraid,두려워하는,I was pretty terrified when a tornado watch was issued. I was real worried,토네이도 주의보가 발령되었을 때 나는 꽤 무서웠습니다. 나는 정말로 걱정했다.,토네이도 주의보가 발령되었을
hit:3201_conv:6403,angry,화난,I picked up my son from daycare today and they said another kid had pushed him over and taken his toy.,오늘 어린이집에서 아들을 데리고 왔는데 다른 아이가 그를 밀어붙이고 장난감을 가져갔다고 했다.,다른 아이가 그를 밀어붙이고 장난감을 가져갔다고
hit:3203_conv:6407,afraid,두려워하는,Clown movies scare me.,광대 영화는 저를 두렵게 합니다.,광대 영화는
hit:3204_conv:6408,embarrassed,당황스러운,I'm not very close with my family. I sometimes feel bad about it,나는 가족과 별로 친하지 않다 때로는 그것에 대해 안타깝게 생각할 때가 있다,나는 가족과 별로 친하지 않다
hit:3216_conv:6433,joyful,즐거운,I got an extra 2 days paid time off from work.,나는 직장에서 이틀 더 휴가를 받았다,이틀 더 휴가를 받았다
hit:3219_conv:6438,confident,확신하는,I knew I was going to pass my final. I studied all week,나는 결승전을 통과할 것이라는 것을 알았다 나는 일주일 내내 공부했다,결승전을 통과할 것이라는
hit:3221_conv:6442,joyful,즐거운,I was so happy to see my brother last weekend. It had been forever,지난 주말에 형을 보게 되어 정말 기뻤다 그것은 영원히 있었다,형을 보게 되어
hit:3226_conv:6453,angry,화난,I am angry that the person I live with still doesn't like paying bills. You have to pay bills to have things. That is how life works.,여전히 함께 사는 사람이 지불을 좋아하지 않는다는 것에 화가 난다. 물건을 가지려면 지불을 해야 한다 삶이 그렇게 작동하는 방식이다.,함께 사는 사람이 지불을 좋아하지 않는다는 것에
hit:3228_conv:6457,confident,확신하는,We finished painting most of my brother's room today. I think we'll be able to get his room done well before he comes back next weekend.,우리는 오늘 형의 방의 대부분을 칠하는 것을 마쳤다. 나는 그가 다음 주말에 돌아오기 전에 그의 방을 잘 마무리할 수 있을 것이라고 생각합니다.,형의###방을 잘 마무리할 수 있을 것이라고
hit:3229_conv:6458,afraid,두려워하는,"I got in a bit of an altercation with a co-worker today, and I'm afraid it may lead to me losing my job. It started with a misunderstanding,and when they didn't want to simply accept that it was a misunderstanding after I apologized, I decided to simply defend myself and there was a verbal back-and-forth witnessed by a few people. This is not the image I wanted to have at my job...","오늘 직장 동료와 약간의 언쟁을 해서 실직으로 이어질까 두렵습니다. 오해에서 시작했고, 사과하고 나서 그냥 오해였다는 걸 받아들이기 싫어서 그냥 변명을 하기로 했고, 몇 사람의 입에서 입으로 오가는 목격담이 있었습니다. 직장에서 원하던 이미지가 아닌데...",실직으로 이어질까
hit:3230_conv:6460,surprised,놀란,"I had lost my iPad in an airport a week ago, and even though it had my contact information, I wasn't sure it'd be returned to me. I just figured it was gone for. But it showed up today, in the same condition!",일주일 전에 공항에서 iPad를 분실했는데 연락처 정보가 있는데도 돌려받을 수 있을지 확신이 서지 않았습니다. 그냥 없어진 줄 알았습니다. 그러나 그것은 오늘 같은 상태로 나타났습니다!,iPad를###같은 상태로 나타났습니다!
hit:3240_conv:6480,excited,흥분한,"My new neighbors just moved in, and they are around my age. Hope we can be friends.",새로운 이웃이 막 이사를 왔고 제 또래입니다. 우리가 친구가 될 수 있기를 바랍니다.,새로운 이웃이 막 이사를 왔고 제 또래입니다.
hit:3243_conv:6487,anticipating,기대하는,I am looking forward to getting a new vacuum on Tuesday. I haven't bought a new vacuum in years. It's long overdue.,화요일에 새로운 진공청소기를 받기를 고대하고 있습니다. 나는 몇 년 동안 새 진공 청소기를 구입하지 않았습니다. 기한이 지났습니다.,새로운 진공청소기를 받기를
hit:3244_conv:6488,afraid,두려워하는,I almost got hit by a semi truck today on the highway. It scared me half to death.,오늘 고속도로에서 세미 트럭에 치일 뻔했습니다. 반쯤 죽도록 무서웠다.,세미 트럭에 치일 뻔했습니다.
hit:3245_conv:6490,afraid,두려워하는,There is a little cat I tried to help last night. He ran when my dog charged at him though and I am scared of what has happened to him. A lot of cats get hit around here,어젯밤에 도와주려고 했던 작은 고양이가 있습니다. 그는 내 개가 그에게 돌격했을 때 달렸고 나는 그에게 무슨 일이 일어났는지 두려워합니다. 많은 고양이들이 이곳에서 공격을 받습니다.,그에게 무슨 일이 일어났는지
hit:3266_conv:6533,embarrassed,당황스러운,I walked to an apartment and it took me a while to realize I was in the wrong apartment.,나는 아파트로 걸어갔고 내가 잘못된 아파트에 있다는 것을 깨닫는 데 시간이 걸렸습니다.,내가 잘못된 아파트에 있다는 것을
hit:3274_conv:6548,confident,확신하는,I am pretty sure I am going to get this planning done soon,나는 이 계획을 곧 완료할 것이라고 확신한다,이 계획을 곧 완료할 것이라고
hit:3292_conv:6585,confident,확신하는,When I got pregnant. I was confident I would be a good mom.,내가 임신했을 때 나는 좋은 엄마가 될 거라고 확신했다,좋은 엄마가 될 거라고
hit:3295_conv:6591,caring,돌보는,I deeply love my wife,나는 아내를 깊이 사랑한다,아내를
hit:3299_conv:6598,afraid,두려워하는,I am very anxious on the direction the country,나는 그 나라의 방향에 대해 매우 불안하다,나라의 방향에
hit:3308_conv:6617,prepared,준비된,My parents are coming to stay with us next week. I already have the house cleaned and the guest bedroom ready for them.,우리 부모님은 다음 주에 우리와 함께 지내러 오실 것입니다. 나는 이미 집을 청소하고 손님 침실을 준비했습니다.,집을 청소하고 손님 침실을 준비했습니다.
hit:3314_conv:6629,surprised,놀란,I found a twenty dollar bill on the ground today.  I was shocked to find it.,오늘 바닥에서 20달러짜리 지폐를 발견했습니다. 찾다가 깜짝 놀랐습니다.,바닥에서 20달러짜리 지폐를 발견했습니다.
hit:3347_conv:6695,surprised,놀란,I am baffled about the USA economy.,나는 미국 경제에 대해 당혹스럽다.,미국 경제에
hit:3352_conv:6704,afraid,두려워하는,We were under a significant storm warning. The sky turned dark and the wind began to blow harder.,우리는 심각한 폭풍 경고를 받았습니다. 하늘이 어두워지고 바람이 더 거세게 불기 시작했습니다.,심각한 폭풍 경고를
hit:3353_conv:6706,embarrassed,당황스러운,I lied to my partner about where i was last night. I did not want any more nagging from her,나는 어젯밤에 내가 어디에 있었는지에 대해 파트너에게 거짓말을 했다. 나는 그녀의 잔소리를 더 이상 원하지 않았다,파트너에게 거짓말을 했다.
hit:3370_conv:6741,anticipating,기대하는,I cant wait to go on my end of summer trip,여름 여행의 끝자락에 갈 때까지 기다릴 수 없어,여름 여행의 끝자락에 갈 때까지
hit:3374_conv:6749,proud,자랑스러운,I felt on top when I selected the best in my department,내 부서에서 최고를 뽑았을 때 나는 최고라고 느꼈다,내 부서에서 최고를 뽑았을 때
hit:3382_conv:6764,grateful,고마워하는,"I was walking into school and my friend suddenly told me that there was a pop quiz in physics. I studied for a while before I went into the class and surely enough there was a quiz, so I was very happy that she told me.",나는 학교에 걸어가고 있었고 내 친구는 갑자기 나에게 물리학에 팝 퀴즈가 있다고 말했습니다. 수업 들어가기 전에 잠깐 공부했는데 확실히 퀴즈가 있어서 그런 말을 해주셔서 너무 기뻤어요.,친구는###말을 해주셔서
hit:3384_conv:6768,content,만족하는,I spent a long day planting the garden. At the end of it all I was happy with what I had accomplished and felt good about myself.,나는 오랫동안 정원을 심었다 끝으로 나는 내가 이룬 것에 대해 행복하고 자신에 대한 기분이 좋았다.,내가 이룬 것에
hit:3385_conv:6771,angry,화난,"Yesterday, someone took the bus without paying.",어제 누군가가 돈을 내지 않고 버스를 탔습니다.,돈을 내지 않고 버스를 탔습니다.
hit:3388_conv:6777,disgusted,역겨운,My cat vomited on my shoes today.,오늘 고양이가 내 신발에 토했다.,오늘 고양이가 내 신발에 토했다.
hit:3463_conv:6926,disappointed,실망한,i was not happy when i couldnt leave work on time,제때 퇴근할 수 없었을 때 나는 행복하지 않았다,제때 퇴근할 수 없었을 때
hit:3469_conv:6938,afraid,두려워하는,My a/c is going out and it is supposed to be real hot today.  I hope it doesn't break on me.,내 에어컨이 나가서 오늘 정말 더워야 합니다. 그것이 나에게 무너지지 않기를 바랍니다.,나에게 무너지지 않기를
hit:3480_conv:6960,disgusted,역겨운,My dog just threw up.,우리 개가 방금 토했다,우리 개가 방금 토했다
hit:3552_conv:7104,anticipating,기대하는,I cannot wait for the new super smash bros for the nintendo switch,닌텐도 스위치에 대한 새로운 슈퍼 스매시 브라더스를 기다릴 수 없습니다,새로운 슈퍼 스매시 브라더스를
hit:3554_conv:7109,afraid,두려워하는,I am really scared.  I moved into this new house and I swear to you it is haunted,나는 정말 무서워 이 새 집으로 이사를 갔는데 귀신이 있다고 맹세합니다,귀신이 있다고
hit:3556_conv:7112,angry,화난,I am so mad!  I went outside and an armadillo was eating my plants.,너무 화났어! 나는 밖에 나가서 아르마딜로가 내 식물을 먹고있었습니다.,아르마딜로가 내 식물을 먹고있었습니다.
hit:3559_conv:7119,afraid,두려워하는,"i want to move to new york , buy its all new to me there",뉴욕으로 이사하고 싶어요. 거기서 새로운 것들을 다 구입해 주세요.,뉴욕으로 이사하고 싶어요.
hit:3570_conv:7141,surprised,놀란,"I was shocked when I found out that my cousin was having a kid, I didn't see it coming.","사촌이 아이를 낳고 있다는 사실을 알게 되면서 충격을 받았고, 오는 것을 보지 못했다.",사촌이 아이를 낳고 있다는 사실을
hit:3581_conv:7163,confident,확신하는,I went in to the interview knowing that I had what it takes to land the job. I had prepared to the fullest extent and had all the skills they were looking for.,나는 취업에 필요한 것이 있다는 것을 알고 면접에 임했습니다. 나는 최선을 다해 준비했고 그들이 원하는 모든 기술을 갖추고 있었습니다.,면접에
hit:3595_conv:7191,hopeful,희망에 찬,I was notified that I might be eligible for some money from rewards program that was offering select few individuals a chance to win $1000.,소수의 개인에게 $1000를 받을 수 있는 기회를 제공하는 보상 프로그램에서 약간의 돈을 받을 자격이 있다는 알림을 받았습니다.,$1000를 받을 수 있는 기회를
hit:3603_conv:7206,disappointed,실망한,My grandmother died and it has really taken a toll on our family.,"할머니가 돌아가셨고, 우리 가족에게 정말 큰 타격을 입혔다",할머니가 돌아가셨고
hit:3605_conv:7210,disappointed,실망한,"Once I planned an entire trip, went to book the flight and it was sold out.  All of the other flights were double the price of what I was going to book so I was unable to go.",일단 여행 전체를 계획하고 비행기 예약을 하러 갔더니 매진됐다. 다른 모든 항공편은 내가 예약할 것의 가격이 두 배였기 때문에 갈 수 없었다.,매진됐다
hit:3608_conv:7217,angry,화난,my chief in my company scold me for the unnecessary reason.it makes me felt bad,회사의 상사가 불필요한 이유로 나를 꾸짖어 기분이 나쁩니다.,회사의 상사가###불필요한 이유로 나를 꾸짖어
hit:3609_conv:7218,surprised,놀란,my friend got asked to become a manager,친구가 매니저가 되라는 요청을 받았다,친구가 매니저가 되라는 요청을 받았다
hit:3614_conv:7228,angry,화난,I am so mad! I was supposed to start my vacation on Monday and my boss is making come into work! I can't believe he would do that!,너무 화났어! 나는 월요일에 휴가를 시작하기로 되어 있었는데 상사가 일을 시작하게 하고 있습니다! 그가 그런 짓을 하다니 믿을 수가 없어!,상사가 일을 시작하게 하고 있습니다!
hit:3614_conv:7229,lonely,외로운,I've been single for some time now. I am alone and sooo sad.,나는 얼마 동안 싱글이었다. 나는 혼자이고 너무 슬프다.,얼마 동안 싱글이었다
hit:3625_conv:7250,afraid,두려워하는,"I felt anxious when I went to my interview the other day. Even though I was more than prepared, I was still overly nervous.",나는 요전날 면접을 보러 갔을 때 불안을 느꼈다. 만반의 준비를 했음에도 불구하고 지나치게 긴장했다.,면접을 보러 갔을 때
hit:3636_conv:7272,afraid,두려워하는,I hate being in public by myself. It gets me super nervous and I turn bright red.,나는 혼자 대중 앞에 나서는 것을 싫어한다. 그것은 나를 초조하게 만들고 나는 밝은 빨간색으로 변합니다.,혼자 대중 앞에 나서는 것을
hit:3642_conv:7285,trusting,신뢰하는,I always enjoy ordering things on newegg because I'm confident it will arrive quick and on time.,나는 항상 빠르고 제때 도착할 것이라고 확신하기 때문에 뉴욕에서 주문하는 것을 즐기고 있다.,뉴욕에서 주문하는 것을
hit:3670_conv:7340,sentimental,감상적인,I visited Disneyland for the first time in over 20 years recently.  It reminded me of the time I spent there when I was little - my grandparents used to live right near the park.,최근 20년 만에 처음으로 디즈니랜드를 방문했습니다. 어렸을 때 그곳에서 보냈던 시간이 생각났습니다. 할아버지 할머니는 공원 바로 옆에 사셨습니다.,디즈니랜드를
hit:3670_conv:7341,embarrassed,당황스러운,I forgot the make my credit card payment yesterday. I feel so bad because I told myself all day yesterday not to forget.,나는 어제 신용카드 결제를 잊었다 어제 하루 종일 잊지 말라고 했기 때문에 너무 안타깝다.,신용카드 결제를 잊었다
hit:3671_conv:7342,impressed,감명받은,When my mother completed her degree in business administration. I didn't know she was still able to do complex math.,어머니가 경영학 학위를 마칠 때. 나는 그녀가 여전히 복잡한 수학을 할 수 있다는 것을 몰랐습니다.,그녀가###복잡한 수학을 할 수 있다는
hit:3674_conv:7348,proud,자랑스러운,I helped a friend of mine lose over 60 pounds.,나는 내 친구가 60파운드 이상을 감량하도록 도왔습니다.,감량하도록 도왔습니다.
hit:3675_conv:7350,angry,화난,I am so not happy with my mother for not telling me who my father is,아버지가 누구인지 말해주지 않아서 엄마한테 너무 행복하지 않다,아버지가 누구인지 말해주지 않아서###엄마한테
hit:3680_conv:7360,confident,확신하는,I had an interview yesterday. I was confident about my performance when it was over.,어제 인터뷰를 했습니다. 경기가 끝났을 때 자신의 연기에 대한 자신감이 있었다.,연기에
hit:3681_conv:7363,afraid,두려워하는,So I took a picture of myself at a battlefield and there was a ghostly smudge over me that wasn't in the image before or after it.,"그래서 전쟁터에서 사진을 찍었는데, 그 전후 사진에는 없는 유령 같은 얼룩이 내 위에 있었다.",유령 같은 얼룩이
hit:3683_conv:7367,lonely,외로운,My wife works nights so I am often all by my self,아내가 밤에 일하기 때문에 자주 혼자 있는 경우가 많다,아내가 밤에 일하기 때문에
hit:3697_conv:7394,grateful,고마워하는,I was waiting for the bus this morning to go to work and realized I didn't have any change. Someone offered to pay for my bus fair.,오늘 아침 출근길 버스를 기다리고 있었는데 잔돈이 없다는 걸 깨달았다. 누군가 내 버스 박람회 비용을 지불하겠다고 제안했습니다.,누군가 내 버스 박람회 비용을 지불하겠다고 제안했습니다.
hit:3703_conv:7407,impressed,감명받은,I have really been shocked at how cool some of the people I have met on the internet are.,인터넷에서 만난 사람들 중 얼마나 멋진지 정말 충격을 받았다.,인터넷에서 만난 사람들
hit:3709_conv:7419,sad,슬픈,My cat passed away this morning. I had her for 11 years.,내 고양이가 오늘 아침에 세상을 떠났습니다. 나는 11년 동안 그녀를 가졌다.,내 고양이가 오늘 아침에 세상을 떠났습니다.
hit:3710_conv:7420,angry,화난,"During my finals, I live in a college housing co-op, and in this co-op we have job duties and required working hours. One time, a resident wasn't doing his scheduled labor and was unapologetic about missing it, making other residents having to pick up his work. I had to confront him and make a big deal about it with the officers.",기말고사 기간 동안 저는 대학 주택 협동조합에 거주하며 이 협동조합에서는 직무와 필요한 근무 시간이 있습니다. 한 번은 한 거주자가 예정된 노동을 하지 않고 일을 놓친 것에 대해 사과하지 않아 다른 주민들이 그의 작업을 픽업해야 했습니다. 나는 그와 대면하고 장교들과 큰 일을 해야 했다.,한 거주자가 예정된 노동을 하지 않고 일을 놓친 것에 대해 사과하지 않아
hit:3714_conv:7429,angry,화난,I cleaned up my whole house the other day when the kids were at summer camp. I left the house to run an errand last night. When I got back home the house was a complete mess again! I was ticked!,전날 아이들이 여름 캠프에 있었을 때 집 전체를 정리했다. 나는 어젯밤 일을 하려고 집을 나섰다 집에 돌아왔을 때 그 집은 또 완전히 엉망이었어! 나는 화가 났어!,집은 또 완전히 엉망이었어
hit:3725_conv:7451,content,만족하는,"I really have nothing to complain about. I have a roof over my head, a good job, and a wonderful family. Life is good!","나는 정말 불평할 것이 없다 머리 위에 지붕이 있고 좋은 일도 있고, 멋진 가족도 있다. 인생이 좋다!",지붕이###좋은 일도###멋진 가족도
hit:3726_conv:7453,afraid,두려워하는,I owe some guys some money after playing a poker game. They know where I live and I see them driving by late at night.,나는 포커 게임을 한 후 어떤 사람들에게 약간의 돈을 빚지고 있습니다. 그들은 내가 사는 곳을 알고 그들이 늦은 밤에 운전하는 것을 봅니다.,돈을 빚지고 있습니다.
hit:3735_conv:7470,sad,슬픈,Yesterday my pet hamster died. He just turned two and was not moving very much. I was tearful when I felt his body and it was cold.,어제 내 반려동물 햄스터가 죽었다 그는 두 번 돌아서서 별로 움직이지 않고 있었다 나는 그의 몸을 느꼈고 추웠을 때 기분이 상했다,내 반려동물 햄스터가 죽었다
hit:3741_conv:7483,joyful,즐거운,I just completed my storm shelter. I am very excited!,폭풍우 쉼터를 완성했습니다. 난 매우 흥분!,폭풍우 쉼터를 완성했습니다.
hit:3742_conv:7484,confident,확신하는,I recently lost some weight and I feel more confident in a bathing suit.,최근 살이 좀 빠졌고 수영복에 자신감이 생겼어요.,살이 좀 빠졌고
hit:3749_conv:7499,lonely,외로운,I have looked everywhere for a mate. I have no luck finding anyone. Perhaps I will be alone for the rest of my life.,나는 짝을 찾기 위해 여기저기를 찾아다녔다. 나는 운이 좋은 사람을 찾을 수 없습니다. 아마도 나는 평생을 혼자일 것입니다.,사람을 찾을 수 없습니다.
hit:3759_conv:7518,embarrassed,당황스러운,"I was so ashamed when I realize I left the house with two different shoes. I didn't have time to go home, so I had to hide my feet all day.",두 개의 다른 신발로 집을 나왔다는 것을 깨닫고 너무 창피했다. 집에 갈 시간이 없어서 하루 종일 발을 감춰야 했다.,두 개의 다른 신발로 집을 나왔다는 것을
hit:3764_conv:7529,disgusted,역겨운,I stepped in some dog poop walking in my neighborhood the other day.,나는 전날 동네에서 걷는 개똥 몇 마리를 밟았다,개똥 몇 마리를 밟았다
hit:3777_conv:7555,angry,화난,My dog decided to pee on my bed when I wasn't home. I just cleaned it too!,내 강아지는 내가 집에 없을 때 내 침대에 오줌을 싸기로 결정했습니다. 저도 방금 청소했어요!,내 강아지는###내 침대에 오줌을
hit:3788_conv:7577,joyful,즐거운,"My friend got a new puppy and I got to play with it for a while, it was a lot of fun.","내 친구는 새 강아지를 얻었고 나는 잠시 동안 그것과 함께 놀게 되었고, 그것은 매우 재미있었습니다.",새 강아지를###그것과 함께 놀게 되었고
hit:3816_conv:7632,hopeful,희망에 찬,We are wanting to get a new vehicle this year. We are trying to get bills paid off so we can afford the payments. I hope it happens.,우리는 올해 새 차량을 구하고 싶다 우리는 결제금을 감당할 수 있도록 지불금을 갚으려고 노력하고 있다 그런 일이 일어나길 바란다.,새 차량을 구하고
hit:3852_conv:7705,embarrassed,당황스러운,I once farted really loud in class.,나는 한 번 수업시간에 정말 큰 소리로 방귀를 뀌었다.,수업시간에 정말 큰 소리로 방귀를 뀌었다.
hit:3854_conv:7708,hopeful,희망에 찬,I asked my coworker out. She said yes. I never thought she'd agree.,나는 동료에게 데이트를 요청했다 그녀는 그렇다고 말했다 나는 그녀가 동의할 줄 몰랐다,동료에게 데이트를 요청했다
hit:3856_conv:7712,joyful,즐거운,"I told my mom that I didin't want to be in compsci anymore, because I was really miserable. She said that I should do what makes me happy.",나는 엄마에게 내가 정말 비참하기 때문에 더 이상 콤프 사이에 있고 싶지 않다고 말했습니다. 그녀는 내가 나를 행복하게 만드는 일을 해야 한다고 말했다.,그녀는 내가 나를 행복하게 만드는 일을 해야 한다고
hit:3864_conv:7729,trusting,신뢰하는,"I was so tempted to kiss the girl last night, But I am married.",어젯밤에 그 여자에게 키스하고 싶은 유혹이 너무 컸어요. 하지만 저는 결혼했어요.,그 여자에게 키스하고 싶은
hit:3869_conv:7738,afraid,두려워하는,I was scared when it stormed last weekend. I hate thunder,지난 주말에 폭풍우가 쳤을 때 나는 무서웠다. 나는 천둥이 싫어,폭풍우가 쳤을 때###천둥이
hit:3873_conv:7747,content,만족하는,I didn't overeat like I usally do. I hope I can always do this.,평소처럼 과식하지 않았다. 나는 항상 이것을 할 수 있기를 바랍니다.,과식하지 않았다.
hit:3879_conv:7758,grateful,고마워하는,"I've been having trouble financially, and my coworker brings me lunch everyday.",경제적으로 어려움을 겪고 있는데 직장 동료가 매일 점심을 가져다 줍니다.,동료가 매일 점심을 가져다 줍니다.
hit:3888_conv:7776,caring,돌보는,i liked taking care of of my sisters pet the other day,나는 요전에 내 여동생 애완 동물을 돌보는 것을 좋아했습니다.,여동생 애완 동물을
hit:3892_conv:7784,impressed,감명받은,it was impressive to see the lakers get lebron a few weeks ago,몇 주 전 라이커들이 유출되는 것을 보는 것은 인상적이었다,라이커들이 유출되는 것을
hit:3902_conv:7804,lonely,외로운,I moved away from my family and friends to start a new job next week. I'm looking forward to it but its so isolating not knowing a single person.,나는 다음 주에 새로운 일을 시작하기 위해 가족과 친구들과 떨어져 이사했습니다. 기대하고 있지만 한 명도 모른다는 게 너무 외롭다.,가족과 친구들과 떨어져 이사했습니다.
hit:3907_conv:7815,angry,화난,I am so mad at my daughter. She left open our freezer and my popsicles melted.,나는 내 딸에게 너무 화가 난다. 그녀는 냉장고를 열어두고 내 아이스 캔디를 녹였습니다.,내 딸에게###냉장고를 열어두고###아이스 캔디를 녹였습니다.
hit:3911_conv:7823,proud,자랑스러운,My wife just got a new job she had really wanted and I am so happy for her.,제 아내는 그녀가 정말로 원했던 새로운 직업을 얻었고 저는 그녀를 매우 기쁘게 생각합니다.,아내는###새로운 직업을 얻었고
hit:3912_conv:7825,sentimental,감상적인,i get nostalgic when I hear this song. It makes me think of when I was a kid,나는 이 노래를 들으면 향수가 난다 내가 어렸을 때 생각이 난다,이 노래를 들으면
hit:3913_conv:7826,embarrassed,당황스러운,"I was supposed to be responsible for the powerpoint slides for our presentation, but I accidentally deleted it.",프레젠테이션의 파워포인트 슬라이드를 담당해야 했는데 실수로 삭제했습니다.,슬라이드를###실수로 삭제했습니다.
hit:3916_conv:7832,impressed,감명받은,My friend won a scholarship to go to school overseas. She worked all through high school.,친구가 장학금을 받아 해외 학교에 다녔습니다. 그녀는 고등학교 내내 일했습니다.,장학금을 받아 해외 학교에 다녔습니다.
hit:3921_conv:7842,embarrassed,당황스러운,I was in a store and really needed a sandwhich. I didn't have any money so I walked out with one sandwich without paying.,나는 가게에 있었고 정말로 샌드위치가 필요했습니다. 나는 돈이 없어 돈을 내지 않고 샌드위치 하나를 들고 나왔다.,돈을 내지 않고 샌드위치 하나를 들고 나왔다.
hit:3922_conv:7844,afraid,두려워하는,"I just went for my yearly physical and thought everything was good, but I got a call that the doctor wanted to talk to me about some blood work.  Its awful because they aren't open until tomorrow so they haven't gotten back to me yet.",나는 단지 연간 신체 검사를 받으러 갔고 모든 것이 괜찮다고 생각했지만 의사가 혈액 검사에 대해 이야기하고 싶다는 전화를 받았습니다. 그들이 내일까지 열리지 않았기 때문에 그들은 아직 나에게 돌아오지 않았기 때문에 끔찍합니다.,의사가 혈액 검사에 대해 이야기하고 싶다는
hit:3924_conv:7848,disappointed,실망한,"I was hoping to go out with my friend's this weekend, but it was raining all weekend.",이번 주말에 친구와 데이트하고 싶었는데 주말 내내 비가 오고 있었다.,주말 내내 비가 오고 있었다
hit:3928_conv:7857,impressed,감명받은,it was impressive when the lakers signed lebron,레이커스가 르브론과 계약했을 때 인상적이었습니다.,레이커스가 르브론과 계약했을 때
hit:3942_conv:7884,proud,자랑스러운,My son got straight A's in his summer class and it makes me happy.,제 아들은 여름 수업에서 바로 A를 받았고 저를 기쁘게 합니다.,제 아들은 여름 수업에서 바로 A를 받았고
hit:3947_conv:7894,jealous,질투하는,I was a little envious when my friend got a new car. It makes me want one,친구가 새 차를 받았을 때 나는 조금 부러웠다 하나를 원하게 만드는 거야,친구가 새 차를 받았을 때
hit:3959_conv:7919,angry,화난,I can't believe my friend got back with her ex. She knows he is no good.,내 친구가 전 남자친구와 함께 돌아왔다니 믿기지 않는다 그녀는 그가 좋지 않다는 것을 알고 있다,내 친구가 전 남자친구와 함께 돌아왔다니
hit:3967_conv:7935,excited,흥분한,Just recently started a new job for higher pay. Can't wait to see my paycheck!,최근에 더 높은 임금을 받기 위해 새로운 일자리를 시작했다 내 월급을 보고 싶어서 기다릴 수가 없어!,새로운 일자리를###월급을
hit:3971_conv:7943,afraid,두려워하는,"I was just diagnosed with breast cancer, just at its first stage, and I don't even know how to feel or what to do.  Its terrifying.","유방암 진단을 받은지 얼마 되지 않았을 때인데, 기분이 어떻고 어떻게 해야 할지조차 모릅니다. 끔찍하다.",유방암 진단을
hit:3982_conv:7965,proud,자랑스러운,My son pass his exams at school with good grade.,제 아들은 학교에서 좋은 성적으로 시험에 합격했습니다.,제 아들은 학교에서 좋은 성적으로 시험에 합격했습니다.
hit:3991_conv:7982,embarrassed,당황스러운,I used to steal from my mom. She caught me once and I felt bad.,나는 엄마에게서 물건을 훔치곤 했다. 그녀는 나를 한 번 잡았고 나는 기분이 나빴다.,나는 엄마에게서 물건을 훔치곤
hit:3998_conv:7996,afraid,두려워하는,"Getting on a flight in a couple of days. Kind of nervous because I've never flown before, and I just have a weird feeling about it. Like, I know it will be fine, but I'm worried about the safety of plans, I'm worried about getting lost, I'm worried about being far from home.. Just a little overwhelming.","며칠 후면 비행기를 타게 됩니다. 한 번도 비행기를 타본 적이 없기 때문에 약간 긴장되고, 이상한 느낌이 듭니다. 뭐, 괜찮을 거란 걸 알지만 계획의 안전이 걱정되고, 길을 잃을까 걱정이 되고, 집이 멀어질까 걱정이 됩니다.. 그냥 조금 벅차요.",며칠 후면 비행기를 타게###계획의 안전이###길을 잃을까###집이 멀어질까
hit:4003_conv:8006,surprised,놀란,My friend randomly gave me a gift out of nowhere. I wasn't expecting it at all as there wasn't any specific occassion,친구가 갑자기 선물을 줬어요. 특별한 계기가 없었기에 전혀 예상하지 못했다,친구가 갑자기 선물을 줬어요.
hit:4030_conv:8060,lonely,외로운,I just started a month long class for work in a town that I have never been.  I feel so isolated in my hotel by myself.,나는 한 번도 가본 적이 없는 마을에서 일하기 위해 한 달 동안 긴 수업을 시작했다 나는 혼자 호텔에서 너무 고립된 느낌이 든다.,한 번도 가본 적이 없는 마을에서 일하기 위해 한 달 동안 긴 수업을 시작했다
hit:4033_conv:8067,jealous,질투하는,My boyfriend pays more attention to his friends than he does me. I am tired of feeling like I have to compete.,내 남자친구는 내가 하는 것보다 친구들에게 더 많은 관심을 기울인다 나는 경쟁해야 할 것 같은 느낌에 지쳤다,내 남자친구는 내가 하는 것보다 친구들에게 더 많은 관심을 기울인다
hit:4034_conv:8069,sad,슬픈,My cat passed away today...,내 고양이는 오늘 세상을 떠났다,내 고양이는 오늘 세상을 떠났다
hit:4036_conv:8073,embarrassed,당황스러운,I accidentally spilled my coffee on my date a few days ago. It didn't end up going so well...,며칠 전 데이트 중에 실수로 커피를 쏟았습니다. 그렇게 잘 풀리진 않았는데...,실수로 커피를 쏟았습니다.
hit:4056_conv:8112,grateful,고마워하는,"While working a delivery job, a customer gave me an amazingly good tip of 40.00 once.",배달 일을 하다가 한 손님이 40.00이라는 놀라운 팁을 한 번 주었습니다.,한 손님이###놀라운 팁을
hit:4061_conv:8122,confident,확신하는,back when I was playing a lot of mario kart and I was able to beat a lot of people it had me feeling good about my skills,예전에 마리오 카트를 많이 하고 많은 사람들을 이길 수 있었을 때 내 기술에 대해 기분이 좋았습니다.,마리오 카트를 많이 하고 많은 사람들을 이길 수 있었을 때
hit:4062_conv:8125,afraid,두려워하는,I was watching a horror movie with my friends and I got really scared. I'm just not cut out for them honestly. I can't take them,친구들과 공포영화를 보고 있었는데 정말 겁이 났다. 나는 그들에게 정직하지 않다 그들을 가져갈 수 없어,공포영화를
